round,local_test_acc,pm_local_test_acc,gm_local_test_acc,global_test_acc,gm_only_global_test_acc,pm_global_test_acc,train_loss,uplink_mb,downlink_mb,total_mb
0,0.1419,0.1405,0.1542,0.1541,0.1542,0.1514,1.9741,26.9305,31.4943,58.4248
1,0.1536,0.1539,0.1542,0.1670,0.1542,0.1662,1.8241,26.9305,26.9305,53.8611
2,0.1689,0.1663,0.1550,0.1782,0.1550,0.1755,1.7801,26.9305,31.4943,58.4248
3,0.1822,0.1809,0.1550,0.1899,0.1550,0.1885,1.7257,26.9305,26.9305,53.8611
4,0.1836,0.1827,0.1583,0.1962,0.1582,0.1939,1.7239,26.9305,31.4943,58.4248
5,0.1863,0.1863,0.1583,0.2035,0.1582,0.2023,1.6925,26.9305,26.9305,53.8611
6,0.2019,0.2004,0.1595,0.2011,0.1595,0.1994,1.7228,26.9305,31.4943,58.4248
7,0.2116,0.2123,0.1595,0.2092,0.1595,0.2078,1.6940,26.9305,26.9305,53.8611
8,0.2076,0.2019,0.1576,0.2094,0.1576,0.2086,1.6237,26.9305,31.4943,58.4248
9,0.2083,0.2062,0.1576,0.2136,0.1576,0.2135,1.5981,26.9305,26.9305,53.8611
10,0.2140,0.2065,0.1602,0.2183,0.1602,0.2169,1.6209,26.9305,31.4943,58.4248
11,0.2227,0.2178,0.1602,0.2234,0.1602,0.2217,1.6030,26.9305,26.9305,53.8611
12,0.2219,0.2203,0.1623,0.2276,0.1623,0.2256,1.6473,26.9305,31.4943,58.4248
13,0.2269,0.2264,0.1623,0.2324,0.1623,0.2307,1.6309,26.9305,26.9305,53.8611
14,0.2183,0.2144,0.1634,0.2329,0.1634,0.2304,1.5856,26.9305,31.4943,58.4248
15,0.2203,0.2170,0.1634,0.2351,0.1634,0.2323,1.5708,26.9305,26.9305,53.8611
16,0.2407,0.2369,0.1657,0.2332,0.1657,0.2320,1.5593,26.9305,31.4943,58.4248
17,0.2443,0.2431,0.1657,0.2357,0.1657,0.2348,1.5439,26.9305,26.9305,53.8611
18,0.2439,0.2416,0.1659,0.2358,0.1659,0.2344,1.5176,26.9305,31.4943,58.4248
19,0.2461,0.2430,0.1659,0.2370,0.1659,0.2358,1.5072,26.9305,26.9305,53.8611
20,0.2357,0.2321,0.1653,0.2403,0.1653,0.2383,1.5293,26.9305,31.4943,58.4248
21,0.2413,0.2369,0.1653,0.2436,0.1653,0.2414,1.5197,26.9305,26.9305,53.8611
22,0.2402,0.2357,0.1726,0.2458,0.1726,0.2427,1.5681,26.9305,31.4943,58.4248
