round,global_local_test_acc,global_global_test_acc,global_train_loss,personalized_local_test_acc,personalized_global_test_acc,personalized_train_loss,uplink_mb,downlink_mb,total_mb
1,0.1000,,2.3030,0.1000,,2.3030,0.00,196.58,196.58
2,0.2113,,2.2686,0.4317,,0.8220,196.58,196.58,393.17
3,0.1901,,2.2784,0.4470,,0.7801,196.58,196.58,393.17
4,0.1870,,2.2815,0.4481,,0.7746,196.58,196.58,393.17
5,0.1855,,2.2816,0.4528,,0.7618,196.58,196.58,393.17
6,0.1829,,2.2812,0.4524,,0.7633,196.58,196.58,393.17
7,0.1835,,2.2818,0.4550,,0.7604,196.58,196.58,393.17
8,0.1833,,2.2821,0.4514,,0.7575,196.58,196.58,393.17
9,0.1818,,2.2830,0.4500,,0.7625,196.58,196.58,393.17
10,0.1810,,2.2830,0.4563,,0.7526,196.58,196.58,393.17
11,0.1813,,2.2833,0.4472,,0.7701,196.58,196.58,393.17
12,0.1812,,2.2831,0.4510,,0.7590,196.58,196.58,393.17
13,0.1810,,2.2833,0.4515,,0.7623,196.58,196.58,393.17
14,0.1802,,2.2827,0.4509,,0.7612,196.58,196.58,393.17
15,0.1813,,2.2832,0.4547,,0.7577,196.58,196.58,393.17
16,0.1811,,2.2832,0.4554,,0.7498,196.58,196.58,393.17
17,0.1814,,2.2837,0.4536,,0.7616,196.58,196.58,393.17
18,0.1819,,2.2831,0.4544,,0.7519,196.58,196.58,393.17
19,0.1807,,2.2830,0.4560,,0.7461,196.58,196.58,393.17
20,0.1803,,2.2832,0.4534,,0.7557,196.58,196.58,393.17
21,0.1795,,2.2832,0.4503,,0.7705,196.58,196.58,393.17
22,0.1812,,2.2831,0.4526,,0.7574,196.58,196.58,393.17
23,0.1798,,2.2830,0.4585,,0.7423,196.58,196.58,393.17
24,0.1811,,2.2826,0.4582,,0.7514,196.58,196.58,393.17
25,0.1803,,2.2835,0.4530,,0.7632,196.58,196.58,393.17
26,0.1810,,2.2845,0.4526,,0.7564,196.58,196.58,393.17
27,0.1808,,2.2842,0.4531,,0.7565,196.58,196.58,393.17
28,0.1800,,2.2846,0.4569,,0.7495,196.58,196.58,393.17
29,0.1797,,2.2849,0.4551,,0.7488,196.58,196.58,393.17
30,0.1802,,2.2832,0.4517,,0.7599,196.58,196.58,393.17
31,0.1803,,2.2841,0.4577,,0.7441,196.58,196.58,393.17
32,0.1789,,2.2853,0.4584,,0.7467,196.58,196.58,393.17
33,0.1798,,2.2842,0.4543,,0.7560,196.58,196.58,393.17
34,0.1802,,2.2843,0.4566,,0.7502,196.58,196.58,393.17
35,0.1804,,2.2837,0.4516,,0.7728,196.58,196.58,393.17
36,0.1802,,2.2853,0.4548,,0.7517,196.58,196.58,393.17
37,0.1802,,2.2844,0.4544,,0.7529,196.58,196.58,393.17
38,0.1801,,2.2846,0.4468,,0.7710,196.58,196.58,393.17
39,0.1800,,2.2843,0.4493,,0.7723,196.58,196.58,393.17
40,0.1803,,2.2845,0.4508,,0.7671,196.58,196.58,393.17
41,0.1807,,2.2841,0.4544,,0.7589,196.58,196.58,393.17
42,0.1812,,2.2831,0.4575,,0.7484,196.58,196.58,393.17
43,0.1792,,2.2840,0.4547,,0.7630,196.58,196.58,393.17
44,0.1804,,2.2842,0.4540,,0.7476,196.58,196.58,393.17
45,0.1802,,2.2842,0.4522,,0.7684,196.58,196.58,393.17
